# Date: 2019-11-22
mets	nameOrig	nameNew	formulaOrig	formulaNew	chargeOrig	chargeNew	notes
m01881c	G00079	G00079	X	C85H145N4O51R	0	0	
m01881s	G00079	G00079	X	C85H145N4O51R	0	0	
m01881x	G00079	G00079	X	C85H145N4O51R	0	0	
m01882c	G00081	G00081	X	C70H122N3O40RCO	0	0	
m01885c	G00084	G00084	X	C78H135N4O46RCO	0	0	
m01886c	G00085	G00085	X	C84H145N4O50RCO	0	0	
m01895c	G10526	G10526	X	C140H230N2O37P2	0	-2	
m01896r	G10595	G10595	X	C152H250N2O47P2	0	-2	
m01897r	G10596	G10596	X	C158H260N2O52P2	0	-2	
m01898r	G10597	G10597	X	C164H270N2O57P2	0	-2	
m01899r	G10598	G10598	C1840H3028N20O670P20	C176H290N2O67P2	-20	-2	
m01900r	G10599	G10599	C1900H3128N20O720P20	C182H300N2O72P2	-20	-2	
m01907g	galacgalfuc12gal14acglcgalgluside heparan sulfate	galacgalfuc12gal14acglcgalgluside heparan sulfate	X	C64H112N3O36RCO	0	0	
m01908g	galacgalfucgalacglcgal14acglcgalgluside heparan sulfate	galacgalfucgalacglcgal14acglcgalgluside heparan sulfate	X	C78H135N4O46RCO	0	0	
m01958c	globo-H	globo-H	X	C57H99N2O32R	0	0	
m01964c	glucosaminyl-acylphosphatidylinositol	glucosaminyl-acylphosphatidylinositol	C31H58NO14PRCO2R2CO2	C33H58NO18PR2	0	0	
m01964r	glucosaminyl-acylphosphatidylinositol	glucosaminyl-acylphosphatidylinositol	C31H58NO14PRCO2R2CO2	C33H58NO18PR2	0	0	
m01978c	glutathione episulfonium ion	glutathione episulfonium ion	C12H18N3O6S	C12H18N3O6S	-2	-1	
m01990c	glycogenin G11	glycogenin G11	C66H111O56X	C1845H2835N455O583S14	0	0	
m01991c	glycogenin G4G4	glycogenin G4G4	C48H81O41X	C1827H2805N455O568S14	0	0	
m01991s	glycogenin G4G4	glycogenin G4G4	C48H81O41X	C1827H2805N455O568S14	0	0	
m01991x	glycogenin G4G4	glycogenin G4G4	C48H81O41X	C1827H2805N455O568S14	0	0	
m01992c	glycogenin G4G7	glycogenin G4G7	C66H111O56X	C1845H2835N455O583S14	0	0	
m01992s	glycogenin G4G7	glycogenin G4G7	C66H111O56X	C1845H2835N455O583S14	0	0	
m01992x	glycogenin G4G7	glycogenin G4G7	C66H111O56X	C1845H2835N455O583S14	0	0	
m01993c	glycogenin G7	glycogenin G7	C42H71O36X	C1821H2795N455O563S14	0	0	
m01994c	glycogenin G7G1	glycogenin G7G1	C48H81O41X	C1827H2805N455O568S14	0	0	
m01995c	glycogenin G8	glycogenin G8	C58H90N2O43R2	C1827H2805N455O568S14	0	0	
m01996c	glycogenin	glycogenin	C48H81O41X	C1779H2725N455O528S14	0	0	
m01999c	glycolipid	glycolipid	C50H89N2O26RCO	C56H99N2O30RCO	0	0	
m01999g	glycolipid	glycolipid	C50H89N2O26RCO	C56H99N2O30RCO	0	0	
m01999s	glycolipid	glycolipid	C50H89N2O26RCO	C56H99N2O30RCO	0	0	
m01999x	glycolipid	glycolipid	C50H89N2O26RCO	C56H99N2O30RCO	0	0	
m02005c	glycylpeptide	glycylpeptide	C2H5NO2(C2H2NOR)n	C4H7N2O3R	0	0	
m02006c	glycyl-tRNA(gly)	glycyl-tRNA(gly)	C12H20NO11PR2(C5H8O6PR)n	C2H5NOR	0	1	
m02008c	GM1	GM1	X	C56H95N3O31R	0	-1	
m02008g	GM1	GM1	X	C56H95N3O31R	0	-1	
m02008l	GM1	GM1	X	C56H95N3O31R	0	-1	
m02008s	GM1	GM1	X	C56H95N3O31R	0	-1	
m02008x	GM1	GM1	X	C56H95N3O31R	0	-1	
m02011c	GM2	GM2	X	C50H85N3O26R	0	-1	
m02011g	GM2	GM2	X	C50H85N3O26R	0	-1	
m02011l	GM2	GM2	X	C50H85N3O26R	0	-1	
m02011s	GM2	GM2	X	C50H85N3O26R	0	-1	
m02011x	GM2	GM2	X	C50H85N3O26R	0	-1	
m02012c	GM2A	GM2A	X	C940H1502N232O275S12	0	0	
m02012l	GM2A	GM2A	X	C940H1502N232O275S12	0	0	
m02013l	GM2A-GM2	GM2A-GM2	C50H86N3O26R	C990H1587N235O301S12R	0	-1	
m02020r	gpi heparan sulfate	gpi heparan sulfate	C55H106N4O38P4RCO2R2CO2	C57H106N4O42P4R2	0	0	
m02021r	gpi_prot heparan sulfate	gpi_prot heparan sulfate	C55H106N4O38P4RCO2R2CO2X	C57H106N4O42P4R2X	0	0	
m02044c	haptoglobin	haptoglobin	X	C2019H3126N540O606S17	0	0	
m02044l	haptoglobin	haptoglobin	X	C2019H3126N540O606S17	0	0	
m02044s	haptoglobin	haptoglobin	X	C2019H3126N540O606S17	0	0	
m02044x	haptoglobin	haptoglobin	X	C2019H3126N540O606S17	0	0	
m02047l	HDL remnant	HDL remnant	X	C5849H10226N1057O2508P220S8R365	0	0	
m02047s	HDL remnant	HDL remnant	X	C5849H10226N1057O2508P220S8R365	0	0	
m02047x	HDL remnant	HDL remnant	X	C5849H10226N1057O2508P220S8R365	0	0	
m02048r	HDL	HDL	X	C10869H18346N1057O2848P220S8R525	0	0	
m02048s	HDL	HDL	X	C10869H18346N1057O2848P220S8R525	0	0	
m02048x	HDL	HDL	X	C10869H18346N1057O2848P220S8R525	0	0	
m02050c	hemoglobin	hemoglobin	X	C91H118N4O6Fe	0	-2	
m02050s	hemoglobin	hemoglobin	X	C91H118N4O6Fe	0	-2	
m02050x	hemoglobin	hemoglobin	X	C91H118N4O6Fe	0	-2	
m02099c	heptadecanoyl-[ACP]	heptadecanoyl-[ACP]	C17H33OSR	C28H53N2O8PRS	0	-1	
m02106c	heptanoyl-[ACP]	heptanoyl-[ACP]	C7H13OSR	C18H33N2O8PRS	0	-1	
m02121c	hexanoyl-[ACP]	hexanoyl-[ACP]	X	C17H31N2O8PRS	0	-1	
m02127c	histone-L-lysine	histone-L-lysine	C7H13N3O2R2	C7H14N3O2R2	0	1	
m02127n	histone-L-lysine	histone-L-lysine	C7H13N3O2R2	C7H14N3O2R2	0	1	
m02129n	histone-N6-methyl-L-lysine	histone-N6-methyl-L-lysine	CXH4	C8H16N3O2R2	1	1	
m02130c	HMA	HMA	C40H45N11O19	C25H47N2O9PRS	-6	-1	
m02130r	HMA	(DELETED)	C40H45N11O19		-6	0	metabolite no longer used after removing reactions
m02162c	III3,IV2Fuc-nLc4Cer	III3,IV2Fuc-nLc4Cer	X	C57H99N2O31R	0	0	
m02163c	III3Fuc-nLc4Cer	III3Fuc-nLc4Cer	X	C51H89N2O27R	0	0	
m02186c	iso-nLc8Cer	iso-nLc8Cer	X	C73H125N4O43R	0	0	
m02194c	IV2Fuc,III4Fuc-Lc4Cer	IV2Fuc,III4Fuc-Lc4Cer	X	C57H99N2O31R	0	0	
m02196c	IV2Fuc-nLc4Cer	IV2Fuc-nLc4Cer	X	C51H89N2O27R	0	0	
m02334c	lactosylceramide sulfate	lactosylceramide sulfate	X	C31H56NO16SR	0	0	
m02334g	lactosylceramide sulfate	lactosylceramide sulfate	X	C31H56NO16SR	0	0	
m02335c	L-alanyl-tRNA(ala)	L-alanyl-tRNA(ala)	C13H22NO11PR2(C5H8O6PR)n	C3H7NOR	0	1	
m02339c	L-arginyl-protein	L-arginyl-protein	C8H16N5O3R(C2H2NOR)n	C6H13N4OX	0	1	
m02340c	L-arginyl-tRNA(arg)	L-arginyl-tRNA(arg)	C21H33N9O11PR(C5H8O6PR)n	C6H15N4OR	0	2	
m02341c	L-asparaginyl-tRNA(asn)	L-asparaginyl-tRNA(asn)	C14H23N2O12PR2(C5H8O6PR)n	C4H8N2O2R	0	1	
m02342c	L-aspartyl-tRNA(asp)	L-aspartyl-tRNA(asp)	C14H22NO13PR2(C5H8O6PR)n	C4H6NO3R	0	0	
m02351c	L-cysteinyl-tRNA(cys)	L-cysteinyl-tRNA(cys)	C18H26N6O11PSR(C5H8O6PR)n	C3H7NOSR	0	1	
m02352l	LDL remnant	LDL remnant	X	C33247H54819N7242O13369P860S104R1315	0	0	
m02352s	LDL remnant	LDL remnant	X	C33247H54819N7242O13369P860S104R1315	0	0	
m02352x	LDL remnant	LDL remnant	X	C33247H54819N7242O13369P860S104R1315	0	0	
m02353r	LDL	LDL	X	C94027H154274N7242O17079P860S104R2830	0	0	
m02353s	LDL	LDL	X	C94027H154274N7242O17079P860S104R2830	0	0	
m02353x	LDL	LDL	X	C94027H154274N7242O17079P860S104R2830	0	0	
m02375c	L-glutaminyl-peptide	L-glutaminyl-peptide	C7H12N3O4R(C2H2NOR)n	C9H14N4O5R2	0	0	
m02376c	L-glutaminyl-tRNA(gln)	L-glutaminyl-tRNA(gln)	C20H29N7O12PR(C5H8O6PR)n	C5H10N2O2R	0	1	
m02377c	L-glutamyl-tRNA(glu)	L-glutamyl-tRNA(glu)	C20H28N6O13PR(C5H8O6PR)n	C5H8NO3R	0	0	
m02380c	L-histidyl-tRNA(his)	L-histidyl-tRNA(his)	C16H24N3O11PR2(C5H8O6PR)n	C6H9N3OR	0	1	
m02394c	lipoic acid	lipoic acid	C8H14O2S2	C8H13O2S2	0	-1	
m02394s	lipoic acid	lipoic acid	C8H14O2S2	C8H13O2S2	0	-1	
m02394x	lipoic acid	lipoic acid	C8H14O2S2	C8H13O2S2	0	-1	
m02397c	lipoyl-[ACP]	lipoyl-[ACP]	C8H13OS3R	C19H33N2O8PRS3	0	-1	
m02401c	L-isoleucyl-tRNA(ile)	L-isoleucyl-tRNA(ile)	C21H32N6O11PR(C5H8O6PR)n	C6H13NOR	0	1	
m02404c	L-leucyl-tRNA(leu)	L-leucyl-tRNA(leu)	C21H32N6O11PR(C5H8O6PR)n	C6H13NOR	0	1	
m02405c	L-lysyl-tRNA(lys)	L-lysyl-tRNA(lys)	C16H29N2O11PR2(C5H8O6PR)n	C6H15N2OR	0	2	
m02408c	L-methionyl-tRNA(met)	L-methionyl-tRNA(met)	C20H30N6O11PSR(C5H8O6PR)n	C5H11NOSR	0	1	
m02412c	L-phenylalanyl-tRNA(phe)	L-phenylalanyl-tRNA(phe)	C19H26NO11PR2(C5H8O6PR)n	C9H11NOR	0	1	
m02414c	LPL	LPL	X	C2380H3698N650O700S17	0	0	
m02414l	LPL	LPL	X	C2380H3698N650O700S17	0	0	
m02414s	LPL	LPL	X	C2380H3698N650O700S17	0	0	
m02414x	LPL	LPL	X	C2380H3698N650O700S17	0	0	
m02415c	L-prolyl-tRNA(pro)	L-prolyl-tRNA(pro)	C15H24NO11PR2(C5H8O6PR)n	C5H9NOR	0	1	
m02416c	L-seryl-tRNA(ser)	L-seryl-tRNA(ser)	C13H22NO12PR2(C5H8O6PR)n	C3H7NO2R	0	1	
m02419c	L-threonyl-tRNA(thr)	L-threonyl-tRNA(thr)	C14H24NO12PR2(C5H8O6PR)n	C4H9NO2R	0	1	
m02420c	L-tryptophanyl-tRNA(trp)	L-tryptophanyl-tRNA(trp)	C26H31N7O11PR(C5H8O6PR)n	C11H12N2OR	0	1	
m02421c	L-tyrosyl-tRNA(tyr)	L-tyrosyl-tRNA(tyr)	C24H30N6O12PR(C5H8O6PR)n	C9H11NO2R	0	1	
m02423c	L-valyl-tRNA(val)	L-valyl-tRNA(val)	C20H30N6O11PR(C5H8O6PR)n	C5H11NOR	0	1	
m02430r	m2emgacpail heparan sulfate	m2emgacpail heparan sulfate	C51H94N2O32P2RCO2R2CO2	C53H94N2O36P2R2	0	0	
m02431r	m2gacpail heparan sulfate	m2gacpail heparan sulfate	C43H78NO24PRCO2R2CO2	C45H78NO28PR2	0	0	
m02432r	m3emgacpail heparan sulfate	m3emgacpail heparan sulfate	C57H104N2O37P2RCO2R2CO2	C59H104N2O41P2R2	0	0	
m02433r	m3gacpail heparan sulfate	m3gacpail heparan sulfate	C49H88NO29PRCO2R2CO2	C51H88NO33PR2	0	0	
m02434c	m3gacpail_prot heparan sulfate	m3gacpail_prot heparan sulfate	X	C51H88NO33PR2X	0	0	
m02434r	m3gacpail_prot heparan sulfate	m3gacpail_prot heparan sulfate	X	C51H88NO33PR2X	0	0	
m02434s	m3gacpail_prot heparan sulfate	m3gacpail_prot heparan sulfate	X	C51H88NO33PR2X	0	0	
m02434x	m3gacpail_prot heparan sulfate	m3gacpail_prot heparan sulfate	X	C51H88NO33PR2X	0	0	
m02435c	m7G(5')pppAm	m7G(5')pppAm	C27H40N10O23P4R(C5H8O6PR)n	C32H44N10O29P5R2	0	-4	
m02436c	m7G(5')pppm6Am (mRNA containing an N6,2'-O-dimethyladenosine cap)	m7G(5')pppm6Am (mRNA containing an N6,2'-O-dimethyladenosine cap)	C28H42N10O23P4R(C5H8O6PR)n	C33H46N10O29P5R2	0	-4	
m02437c	m7G(5')pppRm-RNA (mRNA containing a 2'-O-methylpurine cap)	m7G(5')pppRm-RNA (mRNA containing a 2'-O-methylpurine cap)	C22H36N5O23P4R2(C5H8O6PR)n	C27H39N5O29P5R3	0	-4	
m02438c	m7G(5')pppR-RNA	m7G(5')pppR-RNA	C21H34N5O23P4R2(C5H8O6PR)n	C26H37N5O29P5R3	0	-4	
m02443c	malonyl-carnitin	malonyl-carnitin	C10H17NO6	C10H16NO6	-2	-1	
m02443m	malonyl-carnitin	malonyl-carnitin	C10H17NO6	C10H16NO6	-2	-1	
m02443p	malonyl-carnitin	malonyl-carnitin	C10H17NO6	C10H16NO6	-2	-1	
m02443r	malonyl-carnitin	malonyl-carnitin	C10H17NO6	C10H16NO6	-2	-1	
m02457c	mead acid	mead acid	C20H34O2	C20H33O2	0	-1	
m02457l	mead acid	mead acid	C20H34O2	C20H33O2	0	-1	
m02457r	mead acid	mead acid	C20H34O2	C20H33O2	0	-1	
m02457s	mead acid	mead acid	C20H34O2	C20H33O2	0	-1	
m02457x	mead acid	mead acid	C20H34O2	C20H33O2	0	-1	
m02458c	eumelanin	eumelanin	X	C17H9N2O7	0	-1	
m02458s	eumelanin	eumelanin	X	C17H9N2O7	0	-1	
m02458x	eumelanin	eumelanin	X	C17H9N2O7	0	-1	
m02461r	mem2emgacpail heparan sulfate	mem2emgacpail heparan sulfate	C59H110N3O40P3RCO2R2CO2	C61H110N3O44P3R2	0	0	
m02462c	mem2emgacpail_prot heparan sulfate	mem2emgacpail_prot heparan sulfate	C59H110N3O40P3RCO2R2CO2X	C61H110N3O44P3R2X	0	0	
m02462r	mem2emgacpail_prot heparan sulfate	mem2emgacpail_prot heparan sulfate	C59H110N3O40P3RCO2R2CO2X	C61H110N3O44P3R2X	0	0	
m02462s	mem2emgacpail_prot heparan sulfate	mem2emgacpail_prot heparan sulfate	C59H110N3O40P3RCO2R2CO2X	C61H110N3O44P3R2X	0	0	
m02462x	mem2emgacpail_prot heparan sulfate	mem2emgacpail_prot heparan sulfate	C59H110N3O40P3RCO2R2CO2X	C61H110N3O44P3R2X	0	0	
m02463r	memgacpail heparan sulfate	memgacpail heparan sulfate	C45H84N2O27P2RCO2R2CO2	C47H84N2O31P2R2	0	0	
m02483r	mgacpail heparan sulfate	mgacpail heparan sulfate	C37H68NO19PRCO2R2CO2	C39H68NO23PR2	0	0	
m02484m	mitoACP	mitoACP	X	C11H21N2O7PRS	0	-1	
m02485c	mitoApo-[ACP]	mitoApo-[ACP]	X	HOR	0	0	
m02485m	mitoApo-[ACP]	mitoApo-[ACP]	X	HOR	0	0	
m02486m	mitooxidized thioredoxin	mitooxidized thioredoxin	X	C819H1320N226O239S7	0	0	
m02487c	mitothioredoxin	mitothioredoxin	C6H10N2O2S2R4	C819H1322N226O239S7	0	0	
m02487m	mitothioredoxin	mitothioredoxin	C6H10N2O2S2R4	C819H1322N226O239S7	0	0	
m02490c	monofucosyllactoisooctaosylceramide	monofucosyllactoisooctaosylceramide	X	C79H135N4O47R	0	0	
m02491c	monosialylgalactosylgloboside	monosialylgalactosylgloboside	X	C62H106N3O36R	0	0	
m02498c	N,N-chitobiosyldiphosphodolichol	N,N-chitobiosyldiphosphodolichol	C1240H2028N20O170P20	C116H190N2O17P2	-20	-2	
m02522c	N-acetyl-D-glucosaminyldiphosphodolichol	N-acetyl-D-glucosaminyldiphosphodolichol	C1160H1898N10O120P20	C108H177NO12P2	-20	-2	
m02523c	N-acetyl-D-glucosaminylphosphatidylinositol	N-acetyl-D-glucosaminylphosphatidylinositol	C17H29NO14PRCO2R2CO2	C19H29NO18PR2	-1	-1	
m02523r	N-acetyl-D-glucosaminylphosphatidylinositol	N-acetyl-D-glucosaminylphosphatidylinositol	C17H29NO14PRCO2R2CO2	C19H29NO18PR2	-1	-1	
m02576c	N-formylmethionyl-tRNA	N-formylmethionyl-tRNA	C21H30N6O12PSR(C5H8O6PR)n	C6H11NO2SR	0	1	
m02592c	nLc5Cer(G00051)	nLc5Cer(G00051)	X	C51H89N2O28R	0	0	
m02610c	noladin-ether	noladin-ether	X	C23H40O3	0	0	
m02615c	nonanoyl-[ACP]	nonanoyl-[ACP]	C9H17OSR	C20H37N2O8PRS	0	-1	
m02626c	N-substituted aminoacyl tRNA	N-substituted aminoacyl tRNA	C13H18NO12PR4(C5H8O6PR)n	C3H2NO2R3	0	0	
m02627c	N-tetradecanoylglycylpeptide	N-tetradecanoylglycylpeptide	C16H31NO3(C2H2NOR)n	C18H33N2O4R	0	0	
m02629c	O-1-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine	O-1-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine	C7H14O5NPRR2CO	C8H14NO7PR2	0	0	
m02643c	octanoyl-[ACP]	octanoyl-[ACP]	C8H15ORS	C19H35N2O8PRS	0	-1	
m02645c	O-D-mannosylprotein	O-D-mannosylprotein	C10H16N2O8R2	C6H11O5X	0	0	
m02652p	omega-COOH-tetranor-LTE3-CoA	omega-COOH-tetranor-LTE3-CoA	X	C40H55N8O22P3S2	0	-5	
m02654c	O-methylhippurate	O-methylhippurate	C10H10NO3	C10H10NO3	0	-1	
m02654s	O-methylhippurate	O-methylhippurate	C10H10NO3	C10H10NO3	0	-1	
m02654x	O-methylhippurate	O-methylhippurate	C10H10NO3	C10H10NO3	0	-1	
m02656c	O-phosphoprotamine	O-phosphoprotamine	X	XO3P	0	-1	
m02666c	oxidized thioredoxin	oxidized thioredoxin	X	C525H814N128O160S8	0	0	
m02666m	oxidized thioredoxin	oxidized thioredoxin	X	C525H814N128O160S8	0	0	
m02666n	oxidized thioredoxin	oxidized thioredoxin	X	C525H814N128O160S8	0	0	
m02668c	oxytocin 1-8	oxytocin 1-8	X	C41H61N10O12S2	0	-1	
m02684c	PC-LD pool	PC-LD pool	C8H18NO4PRCO2R2CO2	C10H18NO8PR2	0	0	
m02684g	PC-LD pool	PC-LD pool	C8H18NO4PRCO2R2CO2	C10H18NO8PR2	0	0	
m02684l	PC-LD pool	PC-LD pool	C8H18NO4PRCO2R2CO2	C10H18NO8PR2	0	0	
m02684m	PC-LD pool	PC-LD pool	C8H18NO4PRCO2R2CO2	C10H18NO8PR2	0	0	
m02684n	PC-LD pool	PC-LD pool	C8H18NO4PRCO2R2CO2	C10H18NO8PR2	0	0	
m02684r	PC-LD pool	PC-LD pool	C8H18NO4PRCO2R2CO2	C10H18NO8PR2	0	0	
m02684s	PC-LD pool	PC-LD pool	C8H18NO4PRCO2R2CO2	C10H18NO8PR2	0	0	
m02684x	PC-LD pool	PC-LD pool	C8H18NO4PRCO2R2CO2	C10H18NO8PR2	0	0	
m02685c	PE-LD pool	PE-LD pool	C5H12NO4PRCO2R2CO2	C7H12NO8PR2	0	0	
m02685g	PE-LD pool	PE-LD pool	C5H12NO4PRCO2R2CO2	C7H12NO8PR2	0	0	
m02685l	PE-LD pool	PE-LD pool	C5H12NO4PRCO2R2CO2	C7H12NO8PR2	0	0	
m02685m	PE-LD pool	PE-LD pool	C5H12NO4PRCO2R2CO2	C7H12NO8PR2	0	0	
m02685n	PE-LD pool	PE-LD pool	C5H12NO4PRCO2R2CO2	C7H12NO8PR2	0	0	
m02685r	PE-LD pool	PE-LD pool	C5H12NO4PRCO2R2CO2	C7H12NO8PR2	0	0	
m02685s	PE-LD pool	PE-LD pool	C5H12NO4PRCO2R2CO2	C7H12NO8PR2	0	0	
m02685x	PE-LD pool	PE-LD pool	C5H12NO4PRCO2R2CO2	C7H12NO8PR2	0	0	
m02686c	PE-NME-LD pool	PE-NME-LD pool	C8H13NO8PR2	C8H14NO8PR2	-1	0	
m02687c	pentadecanoyl-[ACP]	pentadecanoyl-[ACP]	C15H29OSR	C26H49N2O8PRS	0	-1	
m02693c	pentanoyl-[ACP]	pentanoyl-[ACP]	C5H9OSR	C16H29N2O8PRS	0	-1	
m02705c	peptidyl-allysyl-peptide	peptidyl-allysyl-peptide	C12H17N4O6R3(C2H2NOR)n(C2H2NOR)n	C7H10N2O3R2	0	0	
m02706c	peptidylamidoglycolate	peptidylamidoglycolate	C4H7N2O4R(C2H2NOR)n	C6H9N3O5R2	0	0	
m02707c	peptidylglycine	peptidylglycine	C4H7N2O3R(C2H2NOR)n	C6H9N3O4R2	0	0	
m02708c	peptidyl-L-lysyl-peptide	peptidyl-L-lysyl-peptide	C12H20N5O5R3(C2H2NOR)n(C2H2NOR)n	C7H14N3O2R2	0	1	
m02715c	PG-CL pool	PG-CL pool	C6H12O6PRCO2R2CO2	C8H12O10PR2	0	-1	
m02715m	PG-CL pool	PG-CL pool	C6H12O6PRCO2R2CO2	C8H12O10PR2	0	-1	
m02715s	PG-CL pool	PG-CL pool	C6H12O6PRCO2R2CO2	C8H12O10PR2	0	-1	
m02715x	PG-CL pool	PG-CL pool	C6H12O6PRCO2R2CO2	C8H12O10PR2	0	-1	
m02717c	PGP-CL pool	PGP-CL pool	C6H11O9P2RCO2R2CO2	C8H11O13P2R2	0	-3	
m02717m	PGP-CL pool	PGP-CL pool	C6H11O9P2RCO2R2CO2	C8H11O13P2R2	0	-3	
m02728m	(ADDED)	phosphatidate-LD-PC pool		C5H5O8PR2	0	-2	
m02730g	(ADDED)	phosphatidate-LD-PI pool		C5H5O8PR2	0	-2	
m02730m	(ADDED)	phosphatidate-LD-PI pool		C5H5O8PR2	0	-2	
m02730r	(ADDED)	phosphatidate-LD-PI pool		C5H5O8PR2	0	-2	
m02731g	(ADDED)	phosphatidate-LD-PS pool		C5H5O8PR2	0	-2	
m02731r	(ADDED)	phosphatidate-LD-PS pool		C5H5O8PR2	0	-2	
m02733c	phosphatidate-LD-TAG pool	phosphatidate-LD-TAG pool	C3H5O4PRCO2R2CO2	C5H5O8PR2	-2	-2	
m02733g	phosphatidate-LD-TAG pool	phosphatidate-LD-TAG pool	C3H5O4PRCO2R2CO2	C5H5O8PR2	-2	-2	
m02733m	phosphatidate-LD-TAG pool	phosphatidate-LD-TAG pool	C3H5O4PRCO2R2CO2	C5H5O8PR2	-2	-2	
m02733n	phosphatidate-LD-TAG pool	phosphatidate-LD-TAG pool	C3H5O4PRCO2R2CO2	C5H5O8PR2	-2	-2	
m02733r	phosphatidate-LD-TAG pool	phosphatidate-LD-TAG pool	C3H5O4PRCO2R2CO2	C5H5O8PR2	-2	-2	
m02733s	phosphatidate-LD-TAG pool	phosphatidate-LD-TAG pool	C3H5O4PRCO2R2CO2	C5H5O8PR2	-2	-2	
m02733x	phosphatidate-LD-TAG pool	phosphatidate-LD-TAG pool	C3H5O4PRCO2R2CO2	C5H5O8PR2	-2	-2	
m02734c	phosphatidylinositol-3,4,5-trisphosphate	phosphatidylinositol-3,4,5-trisphosphate	C9H13O18P4RCO2R2CO2	C11H13O22P4R2	-7	-7	
m02734g	phosphatidylinositol-3,4,5-trisphosphate	phosphatidylinositol-3,4,5-trisphosphate	C9H13O18P4RCO2R2CO2	C11H13O22P4R2	-7	-7	
m02734n	phosphatidylinositol-3,4,5-trisphosphate	phosphatidylinositol-3,4,5-trisphosphate	C9H13O18P4RCO2R2CO2	C11H13O22P4R2	-7	-7	
m02734r	phosphatidylinositol-3,4,5-trisphosphate	phosphatidylinositol-3,4,5-trisphosphate	C9H13O18P4RCO2R2CO2	C11H13O22P4R2	-7	-7	
m02736c	phosphatidylinositol-4,5-bisphosphate	phosphatidylinositol-4,5-bisphosphate	C9H14O15P3RCO2R2CO2	C11H14O19P3R2	-5	-5	
m02736g	phosphatidylinositol-4,5-bisphosphate	phosphatidylinositol-4,5-bisphosphate	C9H14O15P3RCO2R2CO2	C11H14O19P3R2	-5	-5	
m02736m	phosphatidylinositol-4,5-bisphosphate	phosphatidylinositol-4,5-bisphosphate	C9H14O15P3RCO2R2CO2	C11H14O19P3R2	-5	-5	
m02736n	phosphatidylinositol-4,5-bisphosphate	phosphatidylinositol-4,5-bisphosphate	C9H14O15P3RCO2R2CO2	C11H14O19P3R2	-5	-5	
m02736r	phosphatidylinositol-4,5-bisphosphate	phosphatidylinositol-4,5-bisphosphate	C9H14O15P3RCO2R2CO2	C11H14O19P3R2	-5	-5	
m02740s	phospholipids extracellular pool	phospholipids extracellular pool	C5H5O8PR3	C5H5O8PR3	-2	-1	
m02740x	phospholipids extracellular pool	phospholipids extracellular pool	C5H5O8PR3	C5H5O8PR3	-2	-1	
m02742c	phosphoprotein	phosphoprotein	X	XO3P	0	-2	
m02743c	phosphorhodopsin	phosphorhodopsin	X	C20H28O3PR	0	-1	
m02750c	PI pool	PI pool	C9H16O9PRCO2R2CO2	C11H16O13PR2	-1	-1	
m02750g	PI pool	PI pool	C9H16O9PRCO2R2CO2	C11H16O13PR2	-1	-1	
m02750l	PI pool	PI pool	C9H16O9PRCO2R2CO2	C11H16O13PR2	-1	-1	
m02750n	PI pool	PI pool	C9H16O9PRCO2R2CO2	C11H16O13PR2	-1	-1	
m02750r	PI pool	PI pool	C9H16O9PRCO2R2CO2	C11H16O13PR2	-1	-1	
m02750s	PI pool	PI pool	C9H16O9PRCO2R2CO2	C11H16O13PR2	-1	-1	
m02750x	PI pool	PI pool	C9H16O9PRCO2R2CO2	C11H16O13PR2	-1	-1	
m02753c	plasminogen	plasminogen	X	C3948H6073N1123O1213S59	0	0	
m02753l	plasminogen	plasminogen	X	C3948H6073N1123O1213S59	0	0	
m02753s	plasminogen	plasminogen	X	C3948H6073N1123O1213S59	0	0	
m02753x	plasminogen	plasminogen	X	C3948H6073N1123O1213S59	0	0	
m02755c	polynucleotide	polynucleotide	C10H17O10PR2(C5H8O6PR)n	C15H23O16P2R3	0	-2	
m02757c	PPARA	PPARA	X	C2303H3655N619O695S34	0	0	
m02757l	PPARA	PPARA	X	C2303H3655N619O695S34	0	0	
m02757n	PPARA	PPARA	X	C2303H3655N619O695S34	0	0	
m02758c	PPE-NME2-LD pool	PPE-NME2-LD pool	C9H15NO8PR2	C9H16NO8PR2	-1	0	
m02767c	procollagen-5-hydroxy-L-lysine	procollagen-5-hydroxy-L-lysine	C7H13N3O3R2	C7H14N3O3R2	0	1	
m02773c	propanoyl-[ACP]	propanoyl-[ACP]	C3H5OSR	C14H25N2O8PRS	0	-1	
m02802c	prothrombin	prothrombin	X	C3066H4754N874O941S35	0	0	
m02802l	prothrombin	prothrombin	X	C3066H4754N874O941S35	0	0	
m02802s	prothrombin	prothrombin	X	C3066H4754N874O941S35	0	0	
m02802x	prothrombin	prothrombin	X	C3066H4754N874O941S35	0	0	
m02808c	PS-LD pool	PS-LD pool	C6H11NO6PRCO2R2CO2	C8H11NO10PR2	-1	-1	
m02808g	PS-LD pool	PS-LD pool	C6H11NO6PRCO2R2CO2	C8H11NO10PR2	-1	-1	
m02808l	PS-LD pool	PS-LD pool	C6H11NO6PRCO2R2CO2	C8H11NO10PR2	-1	-1	
m02808m	PS-LD pool	PS-LD pool	C6H11NO6PRCO2R2CO2	C8H11NO10PR2	-1	-1	
