mets	metsNoComp	metBiGGID	metKEGGID	metHMDBID	metChEBIID	metPubChemID	metLipidMapsID	metEHMNID	metHepatoNET1ID	metRecon3DID	metMetaNetXID	metHMR2ID
"m02169c"	"m02169"	"ind3ac"	"C00954"	"HMDB00197"	"CHEBI:16411"	"802"	""	""	""	"ind3ac"	"MNXM383"	"m02169c"
"m02169m"	"m02169"	"ind3ac"	"C00954"	"HMDB00197"	"CHEBI:16411"	"802"	""	""	""	"ind3ac"	"MNXM383"	"m02169m"
"m02170c"	"m02170"	"ins"	"C00294"	"HMDB00195"	"CHEBI:17596"	"6021"	""	""	"HC00255"	"ins"	"MNXM334"	"m02170c"
"m02170m"	"m02170"	"ins"	"C00294"	"HMDB00195"	"CHEBI:17596"	"6021"	""	""	"HC00255"	"ins"	"MNXM334"	"m02170m"
"m02170s"	"m02170"	"ins"	"C00294"	"HMDB00195"	"CHEBI:17596"	"6021"	""	""	"HC00255"	"ins"	"MNXM334"	"m02170s"
"m02171c"	"m02171"	"inost"	"C00137"	"HMDB00211"	"CHEBI:17268"	"892"	""	""	"HC00135"	"inost"	"MNXM127"	"m02171c"
"m02171r"	"m02171"	"inost"	"C00137"	"HMDB00211"	"CHEBI:17268"	"892"	""	""	"HC00135"	"inost"	"MNXM127"	"m02171r"
"m02171s"	"m02171"	"inost"	"C00137"	"HMDB00211"	"CHEBI:17268"	"892"	""	""	"HC00135"	"inost"	"MNXM127"	"m02171s"
"m02172c"	"m02172"	"mi13p"	"C04062"	""	"CHEBI:18225"	""	""	""	""	"mi13p"	"MNXM164916"	"m02172c"
"m02173c"	"m02173"	"mi1p__D"	"C01177"	""	"CHEBI:18297"	""	""	""	"HC00698"	"mi1p_D"	"MNXM646"	"m02173c"
"m02173n"	"m02173"	"mi1p__D"	"C01177"	""	"CHEBI:18297"	""	""	""	"HC00698"	"mi1p_D"	"MNXM646"	"m02173n"
"m02174c"	"m02174"	"i"	"C00708"	""	"CHEBI:16382"	""	""	""	""	"i"	"MNXM162756;MNXM163"	"m02174c"
"m02174r"	"m02174"	"i"	"C00708"	""	"CHEBI:16382"	""	""	""	""	"i"	"MNXM162756;MNXM163"	"m02174r"
"m02174s"	"m02174"	"i"	"C00708"	""	"CHEBI:16382"	""	""	""	""	"i"	"MNXM162756;MNXM163"	"m02174s"
"m02175c"	"m02175"	"iodine"	"C01382"	"HMDB00675"	"CHEBI:17606"	"807"	""	""	""	"iodine"	"MNXM945"	"m02175c"
"m02176c"	"m02176"	"CE5776"	""	""	""	""	""	"CE5753;CE5776"	""	"CE5753;CE5776_c"	"MNXM729785;MNXM729784"	"m02176c"
"m02177c"	"m02177"	""	""	""	""	""	""	"CE5752"	""	"CE5752"	"MNXM156892"	"m02177c"
"m02178c"	"m02178"	""	""	""	""	""	""	"CE5755"	""	"CE5755"	"MNXM156893"	"m02178c"
"m02179c"	"m02179"	"CE5775"	""	""	""	""	""	"CE5754;CE5775"	""	"CE5754;CE5775_c"	"MNXM729786;MNXM729787"	"m02179c"
"m02180m"	"m02180"	"ibcoa"	"C00630"	"HMDB01243"	"CHEBI:15479"	"3036931"	""	""	"HC00462"	"ibcoa"	"MNXM470"	"m02180m"
"m02181m"	"m02181"	""	""	"HMDB00730"	""	"10855600"	""	"CE4969"	""	"CE4969"	"MNXM57844"	"m02181m"
"m02182c"	"m02182"	"4mptnl"	"C02373"	""	"CHEBI:17998"	""	"LMFA06000109"	""	""	"4mptnl"	"MNXM162907;MNXM992"	"m02182c"
"m02182m"	"m02182"	"4mptnl"	"C02373"	""	"CHEBI:17998"	""	"LMFA06000109"	""	""	"4mptnl"	"MNXM162907;MNXM992"	"m02182m"
"m02182s"	"m02182"	"4mptnl"	"C02373"	""	"CHEBI:17998"	""	"LMFA06000109"	""	""	"4mptnl"	"MNXM162907;MNXM992"	"m02182s"
"m02183c"	"m02183"	"icit"	"C00311"	"HMDB00193"	"CHEBI:30887"	"1198"	""	""	"HC00266"	"icit"	"MNXM162;MNXM89661"	"m02183c"
"m02183m"	"m02183"	"icit"	"C00311"	"HMDB00193"	"CHEBI:30887"	"1198"	""	""	"HC00266"	"icit"	"MNXM162;MNXM89661"	"m02183m"
"m02183p"	"m02183"	"icit"	"C00311"	"HMDB00193"	"CHEBI:30887"	"1198"	""	""	"HC00266"	"icit"	"MNXM162;MNXM89661"	"m02183p"
"m02184c"	"m02184"	"ile__L"	"C00407"	"HMDB00172"	"CHEBI:17191"	"6306"	""	""	"HC00334"	"ile_L"	"MNXM231"	"m02184c"
"m02184l"	"m02184"	"ile__L"	"C00407"	"HMDB00172"	"CHEBI:17191"	"6306"	""	""	"HC00334"	"ile_L"	"MNXM231"	"m02184l"
"m02184m"	"m02184"	"ile__L"	"C00407"	"HMDB00172"	"CHEBI:17191"	"6306"	""	""	"HC00334"	"ile_L"	"MNXM231"	"m02184m"
"m02184s"	"m02184"	"ile__L"	"C00407"	"HMDB00172"	"CHEBI:17191"	"6306"	""	""	"HC00334"	"ile_L"	"MNXM231"	"m02184s"
"m02185s"	"m02185"	""	"C00252"	""	"CHEBI:28189"	""	""	""	"HC00229"	"isomal"	"MNXM58018"	"m02185s"
"m02186c"	"m02186"	""	"G00078"	""	""	""	""	""	""	"M02186"	"MNXM159203"	"m02186c"
"m02187c"	"m02187"	"ipdp"	"C00129"	""	"CHEBI:16584"	"1195"	"LMPR01010008"	""	"HC00127"	"ipdp"	"MNXM83"	"m02187c"
"m02187p"	"m02187"	"ipdp"	"C00129"	""	"CHEBI:16584"	"1195"	"LMPR01010008"	""	"HC00127"	"ipdp"	"MNXM83"	"m02187p"
"m02188c"	"m02188"	""	""	"HMDB06009"	""	"171763"	""	"CE1941"	""	"CE1941"	"MNXM58163"	"m02188c"
"m02189m"	"m02189"	"ivcoa"	"C02939"	"HMDB01113"	"CHEBI:15487"	"439855"	""	""	"HC01021"	"ivcoa"	"MNXM471"	"m02189m"
"m02190m"	"m02190"	""	""	"HMDB00678"	""	"546304"	""	"CE4968"	""	"CE4968"	"MNXM58397"	"m02190m"
"m02191c"	"m02191"	"itacon"	"C00490"	"HMDB02092"	"CHEBI:30838"	"811"	""	""	""	"itacon"	"MNXM1747"	"m02191c"
"m02191m"	"m02191"	"itacon"	"C00490"	"HMDB02092"	"CHEBI:30838"	"811"	""	""	""	"itacon"	"MNXM1747"	"m02191m"
"m02191s"	"m02191"	"itacon"	"C00490"	"HMDB02092"	"CHEBI:30838"	"811"	""	""	""	"itacon"	"MNXM1747"	"m02191s"
"m02192m"	"m02192"	"itaccoa"	"C00531"	"HMDB03377"	"CHEBI:15528"	"439254"	""	""	""	"itaccoa"	"MNXM1671"	"m02192m"
"m02193c"	"m02193"	"itp"	"C00081"	""	"CHEBI:16039"	"8583"	""	""	"HC00084"	"itp"	"MNXM423"	"m02193c"
"m02193m"	"m02193"	"itp"	"C00081"	""	"CHEBI:16039"	"8583"	""	""	"HC00084"	"itp"	"MNXM423"	"m02193m"
"m02193n"	"m02193"	"itp"	"C00081"	""	"CHEBI:16039"	"8583"	""	""	"HC00084"	"itp"	"MNXM423"	"m02193n"
"m02193s"	"m02193"	"itp"	"C00081"	""	"CHEBI:16039"	"8583"	""	""	"HC00084"	"itp"	"MNXM423"	"m02193s"
"m02194c"	"m02194"	""	"G00045"	""	""	""	""	""	""	"M02194"	"MNXM41351"	"m02194c"
"m02195c"	"m02195"	""	"C06131"	""	"CHEBI:28743"	""	""	""	""	"M02195"	"MNXM163276;MNXM6163"	"m02195c"
"m02196c"	"m02196"	""	"G00055"	""	""	""	""	""	""	"M02196"	"MNXM41359"	"m02196c"
"m02197c"	"m02197"	""	"C04925"	""	"G00095"	""	""	""	""	"M02197"	"MNXM3312"	"m02197c"
"m02198c"	"m02198"	"fucacngalacglcgalgluside_hs"	""	""	""	""	""	""	""	"fucacngalacglcgalgluside_hs"	"MNXM8779"	"m02198c"
"m02198g"	"m02198"	"fucacngalacglcgalgluside_hs"	""	""	""	""	""	""	""	"fucacngalacglcgalgluside_hs"	"MNXM8779"	"m02198g"
"m02198s"	"m02198"	"fucacngalacglcgalgluside_hs"	""	""	""	""	""	""	""	"fucacngalacglcgalgluside_hs"	"MNXM8779"	"m02198s"
"m02199c"	"m02199"	"fucacngal14acglcgalgluside_hs"	"G00063"	""	""	""	""	""	""	"fucacngal14acglcgalgluside_hs"	"MNXM8780"	"m02199c"
"m02199g"	"m02199"	"fucacngal14acglcgalgluside_hs"	"G00063"	""	""	""	""	""	""	"fucacngal14acglcgalgluside_hs"	"MNXM8780"	"m02199g"
"m02199s"	"m02199"	"fucacngal14acglcgalgluside_hs"	"G00063"	""	""	""	""	""	""	"fucacngal14acglcgalgluside_hs"	"MNXM8780"	"m02199s"
"m02200c"	"m02200"	"k"	"C00238"	"HMDB00586"	"CHEBI:26216"	"813"	""	""	"HC00216"	"k"	"MNXM95"	"m02200c"
"m02200g"	"m02200"	"k"	"C00238"	"HMDB00586"	"CHEBI:26216"	"813"	""	""	"HC00216"	"k"	"MNXM95"	"m02200g"
"m02200s"	"m02200"	"k"	"C00238"	"HMDB00586"	"CHEBI:26216"	"813"	""	""	"HC00216"	"k"	"MNXM95"	"m02200s"
"m02201g"	"m02201"	"ksi_pre1"	""	""	""	""	""	""	""	"ksi_pre1"	"MNXM11945"	"m02201g"
"m02202g"	"m02202"	"ksi_pre10"	""	""	""	""	""	""	""	"ksi_pre10"	"MNXM11946"	"m02202g"
"m02203g"	"m02203"	"ksi_pre11"	""	""	""	""	""	""	""	"ksi_pre11"	"MNXM11947"	"m02203g"
"m02204g"	"m02204"	"ksi_pre12"	""	""	""	""	""	""	""	"ksi_pre12"	"MNXM11948"	"m02204g"
"m02205g"	"m02205"	"ksi_pre13"	""	""	""	""	""	""	""	"ksi_pre13"	"MNXM11949"	"m02205g"
"m02206g"	"m02206"	"ksi_pre14"	""	""	""	""	""	""	""	"ksi_pre14"	"MNXM11950"	"m02206g"
"m02207g"	"m02207"	"ksi_pre15"	""	""	""	""	""	""	""	"ksi_pre15"	"MNXM11951"	"m02207g"
"m02208g"	"m02208"	"ksi_pre16"	""	""	""	""	""	""	""	"ksi_pre16"	"MNXM11952"	"m02208g"
"m02209g"	"m02209"	"ksi_pre17"	""	""	""	""	""	""	""	"ksi_pre17"	"MNXM11953"	"m02209g"
"m02210g"	"m02210"	"ksi_pre18"	""	""	""	""	""	""	""	"ksi_pre18"	"MNXM11954"	"m02210g"
"m02211g"	"m02211"	"ksi_pre19"	""	""	""	""	""	""	""	"ksi_pre19"	"MNXM11955"	"m02211g"
"m02212g"	"m02212"	"ksi_pre2"	""	""	""	""	""	""	""	"ksi_pre2"	"MNXM11956"	"m02212g"
"m02213g"	"m02213"	"ksi_pre20"	""	""	""	""	""	""	""	"ksi_pre20"	"MNXM11957"	"m02213g"
"m02214g"	"m02214"	"ksi_pre21"	""	""	""	""	""	""	""	"ksi_pre21"	"MNXM11958"	"m02214g"
"m02215g"	"m02215"	"ksi_pre22"	""	""	""	""	""	""	""	"ksi_pre22"	"MNXM11959"	"m02215g"
"m02216g"	"m02216"	"ksi_pre23"	""	""	""	""	""	""	""	"ksi_pre23"	"MNXM11960"	"m02216g"
"m02217g"	"m02217"	"ksi_pre24"	""	""	""	""	""	""	""	"ksi_pre24"	"MNXM11961"	"m02217g"
"m02218g"	"m02218"	"ksi_pre25"	""	""	""	""	""	""	""	"ksi_pre25"	"MNXM11962"	"m02218g"
"m02219g"	"m02219"	"ksi_pre26"	""	""	""	""	""	""	""	"ksi_pre26"	"MNXM11963"	"m02219g"
"m02220g"	"m02220"	"ksi_pre27"	""	""	""	""	""	""	""	"ksi_pre27"	"MNXM11964"	"m02220g"
"m02221g"	"m02221"	"ksi_pre28"	""	""	""	""	""	""	""	"ksi_pre28"	"MNXM11965"	"m02221g"
"m02222g"	"m02222"	"ksi_pre29"	""	""	""	""	""	""	""	"ksi_pre29"	"MNXM11966"	"m02222g"
"m02223g"	"m02223"	"ksi_pre3"	""	""	""	""	""	""	""	"ksi_pre3"	"MNXM11967"	"m02223g"
"m02224g"	"m02224"	"ksi_pre30"	""	""	""	""	""	""	""	"ksi_pre30"	"MNXM11968"	"m02224g"
"m02225g"	"m02225"	"ksi_pre31"	""	""	""	""	""	""	""	"ksi_pre31"	"MNXM11969"	"m02225g"
"m02226g"	"m02226"	"ksi_pre32"	""	""	""	""	""	""	""	"ksi_pre32"	"MNXM11970"	"m02226g"
"m02227g"	"m02227"	"ksi_pre33"	""	""	""	""	""	""	""	"ksi_pre33"	"MNXM11971"	"m02227g"
"m02228g"	"m02228"	"ksi_pre34"	""	""	""	""	""	""	""	"ksi_pre34"	"MNXM11972"	"m02228g"
"m02229g"	"m02229"	"ksi_pre35"	""	""	""	""	""	""	""	"ksi_pre35"	"MNXM11973"	"m02229g"
"m02230g"	"m02230"	"ksi_pre36"	""	""	""	""	""	""	""	"ksi_pre36"	"MNXM11974"	"m02230g"
"m02231g"	"m02231"	"ksi_pre4"	""	""	""	""	""	""	""	"ksi_pre4"	"MNXM11975"	"m02231g"
"m02232g"	"m02232"	"ksi_pre5"	""	""	""	""	""	""	""	"ksi_pre5"	"MNXM11976"	"m02232g"
"m02233g"	"m02233"	"ksi_pre6"	""	""	""	""	""	""	""	"ksi_pre6"	"MNXM11977"	"m02233g"
"m02234g"	"m02234"	"ksi_pre7"	""	""	""	""	""	""	""	"ksi_pre7"	"MNXM11978"	"m02234g"
"m02235g"	"m02235"	"ksi_pre8"	""	""	""	""	""	""	""	"ksi_pre8"	"MNXM11979"	"m02235g"
"m02236g"	"m02236"	"ksi_pre9"	""	""	""	""	""	""	""	"ksi_pre9"	"MNXM11980"	"m02236g"
"m02237l"	"m02237"	"ksi_deg1"	""	""	""	""	""	""	""	"ksi_deg1"	"MNXM8784"	"m02237l"
"m02237s"	"m02237"	"ksi_deg1"	""	""	""	""	""	""	""	"ksi_deg1"	"MNXM8784"	"m02237s"
"m02238l"	"m02238"	"ksi_deg10"	""	""	""	""	""	""	""	"ksi_deg10"	"MNXM11981"	"m02238l"
"m02239l"	"m02239"	"ksi_deg11"	""	""	""	""	""	""	""	"ksi_deg11"	"MNXM8785"	"m02239l"
"m02240l"	"m02240"	"ksi_deg12"	""	""	""	""	""	""	""	"ksi_deg12"	"MNXM8786"	"m02240l"
"m02241l"	"m02241"	"ksi_deg13"	""	""	""	""	""	""	""	"ksi_deg13"	"MNXM11982"	"m02241l"
"m02242l"	"m02242"	"ksi_deg14"	""	""	""	""	""	""	""	"ksi_deg14"	"MNXM8787"	"m02242l"
"m02243l"	"m02243"	"ksi_deg15"	""	""	""	""	""	""	""	"ksi_deg15"	"MNXM8788"	"m02243l"
"m02244l"	"m02244"	"ksi_deg16"	""	""	""	""	""	""	""	"ksi_deg16"	"MNXM11983"	"m02244l"
"m02245l"	"m02245"	"ksi_deg17"	""	""	""	""	""	""	""	"ksi_deg17"	"MNXM8789"	"m02245l"
"m02246l"	"m02246"	"ksi_deg18"	""	""	""	""	""	""	""	"ksi_deg18"	"MNXM8790"	"m02246l"
"m02247l"	"m02247"	"ksi_deg19"	""	""	""	""	""	""	""	"ksi_deg19"	"MNXM11984"	"m02247l"
"m02248l"	"m02248"	"ksi_deg2"	""	""	""	""	""	""	""	"ksi_deg2"	"MNXM11985"	"m02248l"
"m02249l"	"m02249"	"ksi_deg20"	""	""	""	""	""	""	""	"ksi_deg20"	"MNXM8791"	"m02249l"
"m02250l"	"m02250"	"ksi_deg21"	""	""	""	""	""	""	""	"ksi_deg21"	"MNXM8792"	"m02250l"
"m02251l"	"m02251"	"ksi_deg22"	""	""	""	""	""	""	""	"ksi_deg22"	"MNXM11986"	"m02251l"
"m02252l"	"m02252"	"ksi_deg23"	""	""	""	""	""	""	""	"ksi_deg23"	"MNXM8793"	"m02252l"
"m02253l"	"m02253"	"ksi_deg24"	""	""	""	""	""	""	""	"ksi_deg24"	"MNXM8794"	"m02253l"
"m02254l"	"m02254"	"ksi_deg25"	""	""	""	""	""	""	""	"ksi_deg25"	"MNXM11987"	"m02254l"
"m02255l"	"m02255"	"ksi_deg26"	""	""	""	""	""	""	""	"ksi_deg26"	"MNXM8795"	"m02255l"
"m02256l"	"m02256"	"ksi_deg27"	""	""	""	""	""	""	""	"ksi_deg27"	"MNXM8796"	"m02256l"
"m02257l"	"m02257"	"ksi_deg28"	""	""	""	""	""	""	""	"ksi_deg28"	"MNXM11988"	"m02257l"
"m02258l"	"m02258"	"ksi_deg29"	""	""	""	""	""	""	""	"ksi_deg29"	"MNXM8797"	"m02258l"
"m02259l"	"m02259"	"ksi_deg3"	""	""	""	""	""	""	""	"ksi_deg3"	"MNXM11989"	"m02259l"
"m02260l"	"m02260"	"ksi_deg30"	""	""	""	""	""	""	""	"ksi_deg30"	"MNXM8798"	"m02260l"
"m02261l"	"m02261"	"ksi_deg31"	""	""	""	""	""	""	""	"ksi_deg31"	"MNXM11990"	"m02261l"
"m02262l"	"m02262"	"ksi_deg32"	""	""	""	""	""	""	""	"ksi_deg32"	"MNXM8799"	"m02262l"
"m02263l"	"m02263"	"ksi_deg33"	""	""	""	""	""	""	""	"ksi_deg33"	"MNXM8800"	"m02263l"
"m02264l"	"m02264"	"ksi_deg34"	""	""	""	""	""	""	""	"ksi_deg34"	"MNXM11991"	"m02264l"
"m02265l"	"m02265"	"ksi_deg35"	""	""	""	""	""	""	""	"ksi_deg35"	"MNXM8801"	"m02265l"
"m02266l"	"m02266"	"ksi_deg36"	""	""	""	""	""	""	""	"ksi_deg36"	"MNXM8802"	"m02266l"
"m02267l"	"m02267"	"ksi_deg37"	""	""	""	""	""	""	""	"ksi_deg37"	"MNXM11992"	"m02267l"
"m02268l"	"m02268"	"ksi_deg38"	""	""	""	""	""	""	""	"ksi_deg38"	"MNXM8803"	"m02268l"
"m02269l"	"m02269"	"ksi_deg39"	""	""	""	""	""	""	""	"ksi_deg39"	"MNXM11993"	"m02269l"
"m02270l"	"m02270"	"ksi_deg4"	""	""	""	""	""	""	""	"ksi_deg4"	"MNXM11994"	"m02270l"
"m02271l"	"m02271"	"ksi_deg40"	""	""	""	""	""	""	""	"ksi_deg40"	"MNXM11995"	"m02271l"
"m02272l"	"m02272"	"ksi_deg41"	""	""	""	""	""	""	""	"ksi_deg41"	"MNXM11996"	"m02272l"
"m02273l"	"m02273"	"ksi_deg5"	""	""	""	""	""	""	""	"ksi_deg5"	"MNXM11997"	"m02273l"
"m02274l"	"m02274"	"ksi_deg6"	""	""	""	""	""	""	""	"ksi_deg6"	"MNXM8804"	"m02274l"
"m02275l"	"m02275"	"ksi_deg7"	""	""	""	""	""	""	""	"ksi_deg7"	"MNXM11998"	"m02275l"
"m02276l"	"m02276"	"ksi_deg8"	""	""	""	""	""	""	""	"ksi_deg8"	"MNXM8805"	"m02276l"
"m02277l"	"m02277"	"ksi_deg9"	""	""	""	""	""	""	""	"ksi_deg9"	"MNXM8806"	"m02277l"
"m02278g"	"m02278"	"ksi"	""	""	""	""	""	""	""	"ksi"	"MNXM6303"	"m02278g"
"m02278l"	"m02278"	"ksi"	""	""	""	""	""	""	""	"ksi"	"MNXM6303"	"m02278l"
"m02278s"	"m02278"	"ksi"	""	""	""	""	""	""	""	"ksi"	"MNXM6303"	"m02278s"
"m02279l"	"m02279"	"ksii_core2_deg1"	""	""	""	""	""	""	""	"ksii_core2_deg1"	"MNXM11999"	"m02279l"
"m02280l"	"m02280"	"ksii_core2_deg2"	""	""	""	""	""	""	""	"ksii_core2_deg2"	"MNXM12000"	"m02280l"
"m02281l"	"m02281"	"ksii_core2_deg3"	""	""	""	""	""	""	""	"ksii_core2_deg3"	"MNXM8807"	"m02281l"
"m02282l"	"m02282"	"ksii_core2_deg4"	""	""	""	""	""	""	""	"ksii_core2_deg4"	"MNXM12001"	"m02282l"
"m02283l"	"m02283"	"ksii_core2_deg5"	""	""	""	""	""	""	""	"ksii_core2_deg5"	"MNXM6304"	"m02283l"
"m02284l"	"m02284"	"ksii_core2_deg6"	""	""	""	""	""	""	""	"ksii_core2_deg6"	"MNXM8808"	"m02284l"
"m02285l"	"m02285"	"ksii_core2_deg7"	""	""	""	""	""	""	""	"ksii_core2_deg7"	"MNXM12002"	"m02285l"
"m02286l"	"m02286"	"ksii_core2_deg8"	""	""	""	""	""	""	""	"ksii_core2_deg8"	"MNXM8809"	"m02286l"
"m02287l"	"m02287"	"ksii_core2_deg9"	""	""	""	""	""	""	""	"ksii_core2_deg9"	"MNXM12003"	"m02287l"
"m02288g"	"m02288"	"ksii_core2"	""	""	""	""	""	""	""	"ksii_core2"	"MNXM7463"	"m02288g"
"m02288l"	"m02288"	"ksii_core2"	""	""	""	""	""	""	""	"ksii_core2"	"MNXM7463"	"m02288l"
"m02288s"	"m02288"	"ksii_core2"	""	""	""	""	""	""	""	"ksii_core2"	"MNXM7463"	"m02288s"
"m02289g"	"m02289"	"ksii_core4_pre1"	""	""	""	""	""	""	""	"ksii_core4_pre1"	"MNXM12008"	"m02289g"
"m02290g"	"m02290"	"ksii_core4_pre10"	""	""	""	""	""	""	""	"ksii_core4_pre10"	"MNXM12010"	"m02290g"
"m02291g"	"m02291"	"ksii_core4_pre2"	""	""	""	""	""	""	""	"ksii_core4_pre2"	"MNXM12026"	"m02291g"
"m02292g"	"m02292"	"ksii_core4_pre3"	""	""	""	""	""	""	""	"ksii_core4_pre3"	"MNXM12013"	"m02292g"
"m02293g"	"m02293"	"ksii_core4_pre4"	""	""	""	""	""	""	""	"ksii_core4_pre4"	"MNXM12015"	"m02293g"
"m02294g"	"m02294"	"ksii_core4_pre5"	""	""	""	""	""	""	""	"ksii_core4_pre5"	"MNXM12017"	"m02294g"
"m02295g"	"m02295"	"ksii_core4_pre6"	""	""	""	""	""	""	""	"ksii_core4_pre6"	"MNXM12018"	"m02295g"
"m02296g"	"m02296"	"ksii_core4_pre7"	""	""	""	""	""	""	""	"ksii_core4_pre7"	"MNXM12020"	"m02296g"
"m02297g"	"m02297"	"ksii_core4_pre8"	""	""	""	""	""	""	""	"ksii_core4_pre8"	"MNXM12022"	"m02297g"
"m02298g"	"m02298"	"ksii_core4_pre9"	""	""	""	""	""	""	""	"ksii_core4_pre9"	"MNXM12024"	"m02298g"
"m02299l"	"m02299"	"ksii_core4_deg1"	""	""	""	""	""	""	""	"ksii_core4_deg1"	"MNXM12004"	"m02299l"
"m02300l"	"m02300"	"ksii_core4_deg2"	""	""	""	""	""	""	""	"ksii_core4_deg2"	"MNXM12005"	"m02300l"
"m02301l"	"m02301"	"ksii_core4_deg3"	""	""	""	""	""	""	""	"ksii_core4_deg3"	"MNXM8810"	"m02301l"
"m02302l"	"m02302"	"ksii_core4_deg4"	""	""	""	""	""	""	""	"ksii_core4_deg4"	"MNXM12006"	"m02302l"
"m02303g"	"m02303"	"ksii_core4"	""	""	""	""	""	""	""	"ksii_core4"	"MNXM7464"	"m02303g"
"m02303l"	"m02303"	"ksii_core4"	""	""	""	""	""	""	""	"ksii_core4"	"MNXM7464"	"m02303l"
"m02303s"	"m02303"	"ksii_core4"	""	""	""	""	""	""	""	"ksii_core4"	"MNXM7464"	"m02303s"
"m02304g"	"m02304"	"ksii_core2_pre1"	""	""	""	""	""	""	""	"ksii_core2_pre1"	"MNXM12007"	"m02304g"
"m02305g"	"m02305"	"ksii_core2_pre10"	""	""	""	""	""	""	""	"ksii_core2_pre10"	"MNXM12009"	"m02305g"
"m02306g"	"m02306"	"ksii_core2_pre2"	""	""	""	""	""	""	""	"ksii_core2_pre2"	"MNXM12011"	"m02306g"
"m02307g"	"m02307"	"ksii_core2_pre3"	""	""	""	""	""	""	""	"ksii_core2_pre3"	"MNXM12012"	"m02307g"
"m02308g"	"m02308"	"ksii_core2_pre4"	""	""	""	""	""	""	""	"ksii_core2_pre4"	"MNXM12014"	"m02308g"
"m02309g"	"m02309"	"ksii_core2_pre5"	""	""	""	""	""	""	""	"ksii_core2_pre5"	"MNXM12016"	"m02309g"
"m02310g"	"m02310"	"ksii_core2_pre6"	""	""	""	""	""	""	""	"ksii_core2_pre6"	"MNXM12019"	"m02310g"
"m02311g"	"m02311"	"ksii_core2_pre7"	""	""	""	""	""	""	""	"ksii_core2_pre7"	"MNXM12021"	"m02311g"
"m02312g"	"m02312"	"ksii_core2_pre8"	""	""	""	""	""	""	""	"ksii_core2_pre8"	"MNXM12023"	"m02312g"
"m02313g"	"m02313"	"ksii_core2_pre9"	""	""	""	""	""	""	""	"ksii_core2_pre9"	"MNXM12025"	"m02313g"
"m02314s"	"m02314"	""	""	""	""	"53481564"	""	"CE5787"	""	"CE5787"	"MNXM59129"	"m02314s"
"m02315c"	"m02315"	""	""	""	""	"53481565"	""	"CE5788"	""	"CE5788"	"MNXM59130"	"m02315c"
"m02316c"	"m02316"	""	""	""	""	"53481566"	""	"CE5789"	""	"CE5789"	"MNXM59131"	"m02316c"
"m02317s"	"m02317"	""	""	""	""	"53481568"	""	"CE5791"	""	"CE5791"	"MNXM59133"	"m02317s"
"m02318c"	"m02318"	""	""	""	""	"147043"	""	"CE5786"	""	"CE5786"	"MNXM162968"	"m02318c"
"m02318s"	"m02318"	""	""	""	""	"147043"	""	"CE5786"	""	"CE5786"	"MNXM162968"	"m02318s"
"m02319c"	"m02319"	"Lkynr"	"C00328"	"HMDB00684"	"CHEBI:16946"	"161166"	""	""	"HC00278"	"Lkynr"	"MNXM260"	"m02319c"
"m02320c"	"m02320"	"1p3h5c"	"C04281"	""	"CHEBI:6151"	"11966267"	""	""	"HC01261"	"1p3h5c"	"MNXM114091"	"m02320c"
"m02320m"	"m02320"	"1p3h5c"	"C04281"	""	"CHEBI:6151"	"11966267"	""	""	"HC01261"	"1p3h5c"	"MNXM114091"	"m02320m"
"m02321m"	"m02321"	"2aobut"	"C03508"	"HMDB06454"	"CHEBI:40673"	"440033"	"LMFA01060172"	""	""	"2aobut"	"MNXM114087"	"m02321m"
"m02322c"	"m02322"	"L2aadp"	"C00956"	"HMDB00510"	"CHEBI:37024"	"469"	""	""	"HC00599"	"L2aadp"	"MNXM268"	"m02322c"
"m02322m"	"m02322"	"L2aadp"	"C00956"	"HMDB00510"	"CHEBI:37024"	"469"	""	""	"HC00599"	"L2aadp"	"MNXM268"	"m02322m"
"m02323g"	"m02323"	"l2fn2m2masn"	"G00017"	""	""	""	""	""	""	"l2fn2m2masn"	"MNXM9246"	"m02323g"
"m02324l"	"m02324"	"l2n2m2mn"	""	""	""	""	""	""	""	"l2n2m2mn"	"MNXM8518"	"m02324l"
"m02325c"	"m02325"	"3aib"	"C03284"	"HMDB02166"	"CHEBI:33094"	"439434"	""	""	""	"3aib"	"MNXM2053;MNXM786"	"m02325c"
"m02325m"	"m02325"	"3aib"	"C03284"	"HMDB02166"	"CHEBI:33094"	"439434"	""	""	""	"3aib"	"MNXM2053;MNXM786"	"m02325m"
"m02325s"	"m02325"	"3aib"	"C03284"	"HMDB02166"	"CHEBI:33094"	"439434"	""	""	""	"3aib"	"MNXM2053;MNXM786"	"m02325s"
"m02326s"	"m02326"	""	"C02512"	""	"CHEBI:16934"	"439742"	""	""	"HC00955"	"HC00955"	"MNXM1014"	"m02326s"
"m02327m"	"m02327"	"4hglusa"	"C05938"	"HMDB06556"	"CHEBI:27809"	"440851"	""	""	""	"4hglusa"	"MNXM2687"	"m02327m"
"m02328c"	"m02328"	"galgluside_hs"	"C01290"	"HMDB00173"	"CHEBI:17950"	""	"LMSP0501AB00"	""	"HC02162"	"C01290"	"MNXM269"	"m02328c"
"m02328g"	"m02328"	"galgluside_hs"	"C01290"	"HMDB00173"	"CHEBI:17950"	""	"LMSP0501AB00"	""	"HC02162"	"C01290"	"MNXM269"	"m02328g"
