rxns	rxnKEGGID	rxnBiGGID	rxnEHMNID	rxnHepatoNET1ID	rxnREACTOMEID	rxnRecon3DID	rxnMetaNetXID	rxnHMR2ID	rxnRatconID	rxnTCDBID	spontaneous	rxnMAID
"HMR_4550"	"R03628"	"MELATN23DOX"	""	""	""	"MELATN23DOX"	"MNXR101457;MNXR108308"	"HMR_4550"	"RCR10993"	""	0	"MA_04550"
"HMR_4551"	""	""	"RE2440C"	""	""	"RE2440C"	"MNXR103674"	"HMR_4551"	"RCR13936"	""	0	"MA_04551"
"HMR_4552"	""	""	"RE2601C"	""	""	""	""	"HMR_4552"	"RCR13937"	""	0	"MA_04552"
"HMR_4553"	""	""	"RE2746C"	""	""	""	""	"HMR_4553"	"RCR13938"	""	0	"MA_04553"
"HMR_4554"	""	""	"RE2129C"	""	""	"RE2129C"	"MNXR103616"	"HMR_4554"	"RCR14720"	""	0	"MA_04554"
"HMR_4555"	"R02910"	""	""	""	""	"SRTNMTX"	"MNXR107820"	"HMR_4555"	"RCR14721"	""	0	"MA_04555"
"HMR_4556"	"R08537"	""	""	""	""	"HMR_4556"	"MNXR112078"	"HMR_4556"	"RCR14722"	""	0	"MA_04556"
"HMR_4557"	"R02909"	""	""	""	""	"SRTN23OX"	"MNXR107819"	"HMR_4557"	"RCR13939"	""	0	"MA_04557"
"HMR_4558"	"R02908"	"5HOXINOXDA"	""	""	""	"5HOXINOXDA"	"MNXR95082"	"HMR_4558"	"RCR10428"	""	0	"MA_04558"
"HMR_4559"	"R04903"	""	"R04903M"	"r0758"	""	"r0758"	"MNXR109205;MNXR95081"	"HMR_4559"	"RCR10994"	""	0	"MA_04559"
"HMR_4560"	"R04904"	"5HOXINDACTO2OX"	"R04904C"	"r0759"	""	"5HOXINDACTO2OX"	"MNXR109206;MNXR95080"	"HMR_4560"	"RCR10995"	""	0	"MA_04560"
"HMR_4561"	""	""	"RE1711C"	""	""	"RE1711C"	"MNXR103537"	"HMR_4561"	"RCR13940"	""	0	"MA_04561"
"HMR_4563"	""	""	"RE2562C"	""	""	"RE2562C"	"MNXR103698"	"HMR_4563"	"RCR14723"	""	0	"MA_04563"
"HMR_4564"	"R04905"	""	""	""	""	"ACSOMT"	"MNXR109207"	"HMR_4564"	"RCR13941"	""	0	"MA_04564"
"HMR_4204"	"R00619"	""	""	""	""	"TMDPK"	"MNXR104886"	"HMR_4204"	"RCR13942"	""	0	"MA_04204"
"HMR_4206"	"R00616"	""	""	""	""	"TMDPPK"	"MNXR104888"	"HMR_4206"	"RCR13943"	""	0	"MA_04206"
"HMR_4207"	"R00618"	""	""	""	""	"THMTP"	"MNXR104825"	"HMR_4207"	"RCR13944"	""	0	"MA_04207"
"HMR_4208"	"R00615"	""	""	""	""	"TDP"	"MNXR104756"	"HMR_4208"	"RCR13945"	""	0	"MA_04208"
"HMR_8744"	"R00615"	"TDPm"	""	""	""	"TDPm"	"MNXR104756"	"HMR_8744"	"RCR13946"	""	0	"MA_08744"
"HMR_8746"	"R00014"	""	""	""	""	"HMR_8746"	"MNXR102428"	"HMR_8746"	"RCR14724"	""	0	"MA_08746"
"HMR_8748"	"R02135"	"THMP"	""	""	""	"THMP"	"MNXR104823"	"HMR_8748"	"RCR13947"	""	0	"MA_08748"
"HMR_8613"	"R00097"	"CBL2tm"	""	""	""	"CBL2OR"	"MNXR96475"	"HMR_8613"	"RCR13948"	""	0	"MA_08613"
"HMR_8615"	"R01492"	""	""	""	""	""	"MNXR106387"	"HMR_8615"	"RCR13949"	""	0	"MA_08615"
"HMR_8616"	"R01492"	"CBLATm"	""	""	""	"CBLATm"	"MNXR96476"	"HMR_8616"	"RCR20531"	""	0	"MA_08616"
"HMR_4064"	"R00173"	"PYDXPP"	""	"r1108"	""	"PYDXPP"	"MNXR103368"	"HMR_4064"	"RCR13950"	""	0	"MA_04064"
"HMR_4065"	"R00174"	"PYDXK"	"R00174C"	"r0041"	""	"PYDXK"	"MNXR103361"	"HMR_4065"	"RCR13951"	""	0	"MA_04065"
"HMR_4066"	"R01909"	"PYDXNK"	"R01909C"	"r0428"	""	"PYDXNK"	"MNXR103362"	"HMR_4066"	"RCR13952"	""	0	"MA_04066"
"HMR_4067"	"R00278"	"PDX5POi"	"R00278C"	"r0091"	""	"PDX5PO"	"MNXR102438"	"HMR_4067"	"RCR13953"	""	0	"MA_04067"
"HMR_4068"	"R02493"	"PYDAMK"	"R02493C"	"r0542"	""	"PYDAMK"	"MNXR103357"	"HMR_4068"	"RCR13954"	""	0	"MA_04068"
"HMR_4069"	"R00277"	"PYAM5PO"	"R00277C"	"r0090"	""	"PYAM5POr"	"MNXR103355"	"HMR_4069"	"RCR13955"	""	0	"MA_04069"
"HMR_4070"	"R01710"	""	"R01710C"	"r0388"	""	"r0388"	"MNXR103367"	"HMR_4070"	"RCR13956"	""	0	"MA_04070"
"HMR_4071"	"R01711"	""	"R01711C"	"r0389"	""	"r0389"	"MNXR103363"	"HMR_4071"	"RCR13957"	""	0	"MA_04071"
"HMR_8102"	"R01709"	"PYDXDH"	""	""	""	"PYDXDH"	"MNXR103360;MNXR107137"	"HMR_8102"	"RCR13958"	""	0	"MA_08102"
"HMR_8724"	"R02494"	"HYPOE"	""	""	""	"HYPOE"	"MNXR100763"	"HMR_8724"	"RCR13959"	""	0	"MA_08724"
"HMR_8725"	"R01911"	"PDXPP"	""	""	""	"PDXPP"	"MNXR102440"	"HMR_8725"	"RCR13960"	""	0	"MA_08725"
"HMR_2114"	"R03311"	""	""	""	"R-HSA-209754"	"HMR_2114"	"MNXR125322"	"HMR_2114"	"RCR14725"	""	0	"MA_02114"
"HMR_2115"	"R03611"	""	"RE1303C"	""	""	"RE1303C"	"MNXR96979"	"HMR_2115"	"RCR14726"	""	0	"MA_02115"
"HMR_2117"	"R03611"	""	"RE1303M"	""	""	"VITD3Hm"	""	"HMR_2117"	"RCR13961"	""	0	"MA_02117"
"HMR_2118"	"R03610"	""	""	""	"R-HSA-209868"	"25HVITD3c"	"MNXR124828"	"HMR_2118"	"RCR13962"	""	0	"MA_02118"
"HMR_2129"	""	""	"RE1308C"	""	""	"RE1308C"	"MNXR103505"	"HMR_2129"	"RCR13964"	""	0	"MA_02129"
"HMR_2130"	""	""	"RE1308M"	""	""	"RE1308M"	"MNXR103505"	"HMR_2130"	"RCR13965"	""	0	"MA_02130"
"HMR_2131"	""	""	"RE1309C"	""	""	"RE1309C"	"MNXR103506"	"HMR_2131"	"RCR13966"	""	0	"MA_02131"
"HMR_2132"	""	""	"RE1309M"	""	""	"HMR_2132"	"MNXR103507"	"HMR_2132"	"RCR13967"	""	0	"MA_02132"
"HMR_2133"	""	""	"RE1310C"	""	""	"RE1310C"	"MNXR103508"	"HMR_2133"	"RCR13968"	""	0	"MA_02133"
"HMR_2134"	""	""	"RE1310M"	""	""	"RE1310M"	"MNXR103508"	"HMR_2134"	"RCR13969"	""	0	"MA_02134"
"HMR_2135"	""	""	"RE1311C"	""	""	"RE1311C"	"MNXR103509"	"HMR_2135"	"RCR13970"	""	0	"MA_02135"
"HMR_2136"	""	""	"RE1311M"	""	""	"RE1311M"	"MNXR103509"	"HMR_2136"	"RCR13971"	""	0	"MA_02136"
"HMR_2137"	""	""	"RE2240C"	""	""	"RE2240C"	"MNXR94736"	"HMR_2137"	"RCR13972"	""	0	"MA_02137"
"HMR_2138"	""	""	"RE2240M"	""	""	"24_25VITD3Hm"	""	"HMR_2138"	"RCR10429"	""	0	"MA_02138"
"HMR_2139"	""	""	"RE1307C"	""	""	"HMR_2139"	""	"HMR_2139"	"RCR13973"	""	0	"MA_02139"
"HMR_2140"	""	""	"RE1307M"	""	""	"HMR_2140"	""	"HMR_2140"	"RCR10430"	""	0	"MA_02140"
"HMR_2142"	""	""	"RE3142C"	""	""	"HMR_2142"	""	"HMR_2142"	"RCR13974"	""	0	"MA_02142"
"HMR_2143"	""	""	"RE3142M"	""	""	"HMR_2143"	""	"HMR_2143"	"RCR13975"	""	0	"MA_02143"
"HMR_2144"	""	""	"RE2975C"	""	""	"RE2975C"	"MNXR103763"	"HMR_2144"	"RCR13976"	""	0	"MA_02144"
"HMR_2145"	""	""	"RE2975M"	""	""	"RE2975M"	"MNXR103763"	"HMR_2145"	"RCR13977"	""	0	"MA_02145"
"HMR_7996"	""	"VITD2Hm"	""	""	""	"VITD2Hm"	"MNXR105200"	"HMR_7996"	"RCR13978"	""	0	"MA_07996"
"HMR_7999"	""	"24_25VITD2Hm"	""	""	""	"24_25VITD2Hm"	""	"HMR_7999"	"RCR10996"	""	0	"MA_07999"
"HMR_8003"	""	"1a_24_25VITD2Hm"	""	""	""	"1a_24_25VITD2Hm"	""	"HMR_8003"	"RCR13979"	""	0	"MA_08003"
"HMR_8004"	""	"25VITD2Hm"	""	""	""	"25VITD2Hm"	"MNXR94740"	"HMR_8004"	"RCR13980"	""	0	"MA_08004"
"HMR_8005"	""	"1a_25VITD2Hm"	""	""	""	"1a_25VITD2Hm"	""	"HMR_8005"	"RCR13981"	""	0	"MA_08005"
"HMR_8006"	""	"1a_24_25VITD3Hm"	""	""	""	"1a_24_25VITD3Hm"	""	"HMR_8006"	"RCR10431"	""	0	"MA_08006"
"HMR_8008"	"R03610"	"25VITD3Hm"	""	""	""	"25VITD3Hm"	"MNXR94738"	"HMR_8008"	"RCR10432"	""	0	"MA_08008"
"HMR_8011"	""	"PVD3"	""	""	""	"PVD3"	"MNXR103353"	"HMR_8011"	"RCR14727"	""	0	"MA_08011"
"HMR_8012"	""	"LS3"	""	""	""	"LS3"	"MNXR101241"	"HMR_8012"	"RCR14728"	""	0	"MA_08012"
"HMR_8013"	""	"TS3"	""	""	""	"TS3"	"MNXR104953"	"HMR_8013"	"RCR14729"	""	0	"MA_08013"
"HMR_8014"	""	"VD3"	""	""	""	"VD3"	"MNXR105197"	"HMR_8014"	"RCR14730"	""	0	"MA_08014"
"HMR_6423"	""	""	"RE2897C"	""	""	"RE2897C"	""	"HMR_6423"	"RCR14731"	""	0	"MA_06423"
"HMR_6426"	""	""	"RE3464C"	""	""	"RE3464C"	"MNXR103914"	"HMR_6426"	"RCR13982"	""	0	"MA_06426"
"HMR_6427"	""	""	"RE3464R"	""	""	"RE3464R"	"MNXR103914"	"HMR_6427"	"RCR13983"	""	0	"MA_06427"
"HMR_6428"	""	""	"RE3370C"	""	""	"RE3370C"	"MNXR103886"	"HMR_6428"	"RCR13984"	""	0	"MA_06428"
"HMR_6429"	""	""	"RE3370R"	""	""	"RE3370R"	"MNXR103886"	"HMR_6429"	"RCR13985"	""	0	"MA_06429"
"HMR_6432"	""	""	"RE3468M"	""	""	"HMR_6432"	""	"HMR_6432"	"RCR13986"	""	0	"MA_06432"
"HMR_6433"	""	""	"RE3463M"	""	""	"HMR_6433"	""	"HMR_6433"	"RCR13987"	""	0	"MA_06433"
"HMR_6434"	""	""	""	""	""	"HMR_6434"	""	"HMR_6434"	"RCR13988"	""	0	"MA_06434"
"HMR_6435"	""	""	"RE3466M"	""	""	"HMR_6435"	""	"HMR_6435"	"RCR13989"	""	0	"MA_06435"
"HMR_6436"	""	""	"RE2396M"	""	""	"HMR_6436"	""	"HMR_6436"	"RCR13990"	""	0	"MA_06436"
"HMR_6441"	""	""	""	""	""	"HMR_6441"	""	"HMR_6441"	"RCR13991"	""	0	"MA_06441"
"HMR_6442"	""	""	""	""	""	"HMR_6442"	""	"HMR_6442"	"RCR13992"	""	0	"MA_06442"
"HMR_6443"	""	""	"RE3440C"	""	""	"RE3440C"	"MNXR103906"	"HMR_6443"	"RCR13993"	""	0	"MA_06443"
"HMR_6444"	""	""	"RE3440R"	""	""	"RE3440R"	"MNXR103906"	"HMR_6444"	"RCR13994"	""	0	"MA_06444"
"HMR_6447"	""	""	"RE3438m"	""	""	"HMR_6447"	""	"HMR_6447"	"RCR13995"	""	0	"MA_06447"
"HMR_6448"	""	""	"RE3442m"	""	""	""	""	"HMR_6448"	"RCR13996"	""	0	"MA_06448"
"HMR_6450"	""	""	"RE2576M"	""	""	"HMR_6450"	""	"HMR_6450"	"RCR13997"	""	0	"MA_06450"
"HMR_6451"	""	""	"RE3461C"	""	""	"HMR_6451"	""	"HMR_6451"	"RCR13998"	""	0	"MA_06451"
"HMR_6453"	""	""	"RE2796C"	""	""	"HMR_6453"	""	"HMR_6453"	"RCR10997"	""	0	"MA_06453"
"HMR_6456"	""	""	"RE2704C"	""	""	"HMR_6456"	""	"HMR_6456"	"RCR14732"	""	0	"MA_06456"
"HMR_6457"	""	""	"RE3636C"	""	""	""	"MNXR103991"	"HMR_6457"	"RCR14733"	""	0	"MA_06457"
"HMR_6458"	""	""	"RE3295C"	""	""	"RE3295C"	"MNXR103866"	"HMR_6458"	"RCR13999"	""	0	"MA_06458"
"HMR_6459"	""	""	"RE2705C"	""	""	"RE2705C"	"MNXR103719"	"HMR_6459"	"RCR14734"	""	0	"MA_06459"
"HMR_6460"	""	""	"RE2948C"	""	""	"RE2948C"	"MNXR103760"	"HMR_6460"	"RCR14000"	""	0	"MA_06460"
"HMR_6461"	""	""	"RE2533C"	""	""	"RE2533C"	"MNXR103696"	"HMR_6461"	"RCR14001"	""	0	"MA_06461"
"HMR_6464"	""	""	"RE2382C"	""	""	"RE2382C"	"MNXR103661"	"HMR_6464"	"RCR14002"	""	0	"MA_06464"
"HMR_6465"	""	""	"RE2382R"	""	""	"RE2382R"	"MNXR103661"	"HMR_6465"	"RCR14003"	""	0	"MA_06465"
"HMR_6466"	""	""	"RE2398C"	""	""	"RE2398C"	"MNXR103666"	"HMR_6466"	"RCR14004"	""	0	"MA_06466"
"HMR_6467"	""	""	"RE2398R"	""	""	"RE2398R"	"MNXR103666"	"HMR_6467"	"RCR14005"	""	0	"MA_06467"
"HMR_6470"	""	""	"RE3471C"	""	""	"HMR_6470"	""	"HMR_6470"	"RCR14006"	""	0	"MA_06470"
"HMR_6471"	""	""	"RE2390C"	""	""	"HMR_6471"	""	"HMR_6471"	"RCR14007"	""	0	"MA_06471"
"HMR_6472"	""	""	"RE2697C"	""	""	"HMR_6472"	""	"HMR_6472"	"RCR14008"	""	0	"MA_06472"
"HMR_6473"	""	""	"RE2392C"	""	""	"HMR_6473"	""	"HMR_6473"	"RCR14009"	""	0	"MA_06473"
"HMR_6476"	""	""	"RE2387C"	""	""	"RE2387C"	"MNXR103665"	"HMR_6476"	"RCR14010"	""	0	"MA_06476"
"HMR_6500"	""	""	"RE2327C"	""	""	"HMR_6500"	"MNXR103652"	"HMR_6500;HMR_6499"	"RCR21055"	""	0	"MA_06500"
"HMR_6477"	""	""	"RE2387R"	""	""	"RE2387R"	"MNXR103665"	"HMR_6477"	"RCR14011"	""	0	"MA_06477"
"HMR_6478"	""	""	"RE2383C"	""	""	"RE2383C"	"MNXR103662"	"HMR_6478"	"RCR14012"	""	0	"MA_06478"
"HMR_6479"	""	""	"RE2383R"	""	""	"RE2383R"	"MNXR103662"	"HMR_6479"	"RCR14013"	""	0	"MA_06479"
"HMR_6482"	""	""	"RE3472C"	""	""	"HMR_6482"	""	"HMR_6482"	"RCR14014"	""	0	"MA_06482"
"HMR_6484"	""	""	"RE2700M"	""	""	"HMR_6484"	""	"HMR_6484"	"RCR14015"	""	0	"MA_06484"
"HMR_6486"	""	""	"RE2394M"	""	""	"HMR_6486"	""	"HMR_6486"	"RCR14016"	""	0	"MA_06486"
"HMR_6488"	""	""	"RE3473M"	""	""	"HMR_6488"	""	"HMR_6488"	"RCR14017"	""	0	"MA_06488"
"HMR_6490"	""	""	"RE2405C"	""	""	"RE2405C"	""	"HMR_6490"	"RCR14735"	""	0	"MA_06490"
"HMR_6492"	""	""	"RE2541C"	""	""	"RE2541C"	""	"HMR_6492"	"RCR14736"	""	0	"MA_06492"
"HMR_6495"	""	""	"RE2404C"	""	""	"RE2404C"	""	"HMR_6495"	"RCR14018"	""	0	"MA_06495"
"HMR_6496"	""	""	"RE3381C"	""	""	"RE3381C"	""	"HMR_6496"	"RCR14019"	""	0	"MA_06496"
"HMR_6501"	""	""	"RE2373C"	""	""	"RE2373C"	"MNXR103658"	"HMR_6501"	"RCR14737"	""	0	"MA_06501"
"HMR_6992"	"R07079"	""	""	""	""	"HMR_6992"	"MNXR110787"	"HMR_6992"	"RCR14020"	""	0	"MA_06992"
"HMR_6993"	"R07080"	""	""	""	""	"HMR_6993"	"MNXR110788"	"HMR_6993"	"RCR14021"	""	0	"MA_06993"
"HMR_6994"	"R07081"	""	""	""	""	"HMR_6994"	"MNXR110789"	"HMR_6994"	"RCR14022"	""	0	"MA_06994"
"HMR_6995"	"R07083"	""	""	""	""	"HMR_6995"	"MNXR110791"	"HMR_6995"	"RCR14023"	""	0	"MA_06995"
"HMR_6996"	"R07082"	""	""	""	""	"HMR_6996"	"MNXR110790"	"HMR_6996"	"RCR14024"	""	0	"MA_06996"
"HMR_6997"	"R07086"	""	""	""	""	"HMR_6997"	"MNXR110794"	"HMR_6997"	"RCR14025"	""	1	"MA_06997"
"HMR_6998"	"R07084"	""	""	""	""	"HMR_6998"	"MNXR110792"	"HMR_6998"	"RCR14026"	""	0	"MA_06998"
"HMR_6999"	"R07085"	""	""	""	""	"HMR_6999"	"MNXR110793"	"HMR_6999"	"RCR14027"	""	0	"MA_06999"
"HMR_7000"	"R07087"	""	""	""	""	"HMR_7000"	"MNXR110795"	"HMR_7000"	"RCR14028"	""	0	"MA_07000"
"HMR_7001"	"R07000"	""	""	""	""	"P4502F1"	"MNXR110713"	"HMR_7001"	"RCR14029"	""	0	"MA_07001"
"HMR_7002"	"R07001"	""	""	""	""	"HMR_7002"	"MNXR110714"	"HMR_7002"	"RCR14030"	""	0	"MA_07002"
"HMR_7003"	"R07002"	""	""	""	""	"HMR_7003"	"MNXR110715"	"HMR_7003"	"RCR14031"	""	0	"MA_07003"
"HMR_7004"	"R07013"	""	""	""	""	"HMR_7004"	"MNXR110726"	"HMR_7004"	"RCR10433"	""	0	"MA_07004"
"HMR_7005"	"R07015"	""	""	""	""	"HMR_7005"	"MNXR97389"	"HMR_7005"	"RCR14738"	""	0	"MA_07005"
"HMR_7006"	"R07017"	""	""	""	""	"HMR_7006"	"MNXR110729"	"HMR_7006"	"RCR14739"	""	0	"MA_07006"
"HMR_7007"	"R07016"	""	""	""	""	"HMR_7007"	"MNXR110728"	"HMR_7007"	"RCR14032"	""	0	"MA_07007"
"HMR_7008"	"R07009"	""	""	""	""	"HMR_7008"	"MNXR110722"	"HMR_7008"	"RCR10998"	""	1	"MA_07008"
"HMR_7009"	"R07018"	""	""	""	""	"HMR_7009"	"MNXR110730"	"HMR_7009"	"RCR14033"	""	0	"MA_07009"
"HMR_7010"	"R07019"	""	""	""	""	"HMR_7010"	"MNXR110731"	"HMR_7010"	"RCR14034"	""	0	"MA_07010"
"HMR_7011"	"R07011"	""	""	""	""	"HMR_7011"	"MNXR110724"	"HMR_7011"	"RCR10999"	""	1	"MA_07011"
"HMR_7012"	"R07020"	""	""	""	""	"HMR_7012"	"MNXR110732"	"HMR_7012"	"RCR14740"	""	0	"MA_07012"
"HMR_7013"	"R07004"	""	""	""	""	"HMR_7013"	"MNXR110717"	"HMR_7013"	"RCR14035"	""	0	"MA_07013"
"HMR_7014"	"R07014"	""	""	""	""	"HMR_7014"	"MNXR110727"	"HMR_7014"	"RCR10434"	""	0	"MA_07014"
"HMR_7015"	"R07010"	""	""	""	""	"HMR_7015"	"MNXR110723"	"HMR_7015"	"RCR11000"	""	1	"MA_07015"
"HMR_7016"	"R07012"	""	""	""	""	"HMR_7016"	"MNXR110725"	"HMR_7016"	"RCR11001"	""	1	"MA_07016"
"HMR_7017"	"R09404"	""	""	""	""	"HMR_7017"	"MNXR112828"	"HMR_7017"	"RCR14036"	""	0	"MA_07017"
"HMR_7018"	"R09405"	""	""	""	""	"HMR_7018"	"MNXR112829"	"HMR_7018"	"RCR14037"	""	0	"MA_07018"
"HMR_7019"	"R09406"	""	""	""	""	"HMR_7019"	"MNXR112830"	"HMR_7019"	"RCR14038"	""	0	"MA_07019"
"HMR_7020"	"R09407"	""	""	""	""	"HMR_7020"	"MNXR112831"	"HMR_7020"	"RCR14039"	""	0	"MA_07020"
"HMR_7021"	"R09408"	""	""	""	""	"P4503A5"	"MNXR112832"	"HMR_7021"	"RCR14040"	""	0	"MA_07021"
"HMR_7022"	"R09409"	""	""	""	""	"HMR_7022"	"MNXR112833"	"HMR_7022"	"RCR14041"	""	0	"MA_07022"
"HMR_7023"	"R09410"	""	""	""	""	"HMR_7023"	"MNXR112834"	"HMR_7023"	"RCR14042"	""	0	"MA_07023"
"HMR_7024"	"R09411"	""	""	""	""	"HMR_7024"	"MNXR112835"	"HMR_7024"	"RCR14043"	""	0	"MA_07024"
"HMR_7025"	"R09412"	""	""	""	""	"HMR_7025"	"MNXR112836"	"HMR_7025"	"RCR14044"	""	0	"MA_07025"
"HMR_7026"	"R09414"	""	""	""	""	"HMR_7026"	"MNXR112838"	"HMR_7026"	"RCR14045"	""	0	"MA_07026"
"HMR_7027"	"R09413"	""	""	""	""	"HMR_7027"	"MNXR112837"	"HMR_7027"	"RCR14046"	""	0	"MA_07027"
"HMR_7028"	"R09415"	""	""	""	""	"HMR_7028"	"MNXR112839"	"HMR_7028"	"RCR14047"	""	0	"MA_07028"
"HMR_7029"	"R07100"	""	""	""	""	"HMR_7029"	"MNXR110808"	"HMR_7029"	"RCR14048"	""	0	"MA_07029"
"HMR_7030"	"R07098"	""	""	""	""	"HMR_7030"	"MNXR110806"	"HMR_7030"	"RCR14049"	""	0	"MA_07030"
"HMR_7031"	"R07102"	""	""	""	""	"HMR_7031"	"MNXR110810"	"HMR_7031"	"RCR14050"	""	0	"MA_07031"
"HMR_7032"	"R07103"	""	""	""	""	"HMR_7032"	"MNXR110811"	"HMR_7032"	"RCR14051"	""	0	"MA_07032"
"HMR_7033"	"R07099"	""	""	""	""	"HMR_7033"	"MNXR110807"	"HMR_7033"	"RCR14052"	""	0	"MA_07033"
"HMR_7034"	"R07101"	""	""	""	""	"HMR_7034"	"MNXR110809"	"HMR_7034"	"RCR14053"	""	0	"MA_07034"
"HMR_7035"	"R07104"	""	""	""	""	"HMR_7035"	"MNXR110812"	"HMR_7035"	"RCR14054"	""	0	"MA_07035"
"HMR_7036"	"R07107"	""	""	""	""	"HMR_7036"	"MNXR110815"	"HMR_7036"	"RCR14055"	""	0	"MA_07036"
"HMR_7037"	"R07123"	""	""	""	""	"HMR_7037"	"MNXR110830"	"HMR_7037"	"RCR14056"	""	0	"MA_07037"
"HMR_7038"	"R07105"	""	""	""	""	"HMR_7038"	"MNXR110813"	"HMR_7038"	"RCR11002"	""	0	"MA_07038"
"HMR_7039"	"R07106"	""	""	""	""	"HMR_7039"	"MNXR110814"	"HMR_7039"	"RCR11003"	""	0	"MA_07039"
"HMR_7040"	"R07066"	""	""	""	""	"HMR_7040"	"MNXR110774"	"HMR_7040"	"RCR14057"	""	0	"MA_07040"
"HMR_7041"	"R07069"	""	""	""	""	"HMR_7041"	"MNXR110777"	"HMR_7041"	"RCR14058"	""	0	"MA_07041"
"HMR_7042"	"R07071"	""	""	""	""	"HMR_7042"	"MNXR110779"	"HMR_7042"	"RCR14059"	""	0	"MA_07042"
"HMR_7043"	"R07073"	""	""	""	""	"HMR_7043"	"MNXR110781"	"HMR_7043"	"RCR14060"	""	0	"MA_07043"
"HMR_7044"	"R07075"	""	""	""	""	"HMR_7044"	"MNXR110783"	"HMR_7044"	"RCR14061"	""	0	"MA_07044"
"HMR_7045"	"R07076"	""	""	""	""	"HMR_7045"	"MNXR110784"	"HMR_7045"	"RCR14062"	""	0	"MA_07045"
"HMR_7046"	"R07077"	""	""	""	""	"HMR_7046"	"MNXR110785"	"HMR_7046"	"RCR14063"	""	0	"MA_07046"
"HMR_7047"	"R07078"	""	""	""	""	"HMR_7047"	"MNXR110786"	"HMR_7047"	"RCR14064"	""	0	"MA_07047"
"HMR_7048"	"R07068"	""	""	""	""	"HMR_7048"	"MNXR110776"	"HMR_7048"	"RCR14065"	""	0	"MA_07048"
"HMR_7049"	"R07074"	""	""	""	""	"HMR_7049"	"MNXR110782"	"HMR_7049"	"RCR14066"	""	0	"MA_07049"
"HMR_7050"	"R07070"	""	""	""	""	"HMR_7050"	"MNXR110778"	"HMR_7050"	"RCR14067"	""	0	"MA_07050"
"HMR_7051"	"R07072"	""	""	""	""	"HMR_7051"	"MNXR110780"	"HMR_7051"	"RCR14741"	""	0	"MA_07051"
"HMR_7052"	"R09416"	""	""	""	""	"HMR_7052"	"MNXR112840"	"HMR_7052"	"RCR14068"	""	0	"MA_07052"
"HMR_7053"	"R09441"	""	""	""	""	"HMR_7053"	"MNXR112864"	"HMR_7053"	"RCR14069"	""	0	"MA_07053"
"HMR_7054"	"R09442"	""	""	""	""	"HMR_7054"	"MNXR112865"	"HMR_7054"	"RCR14070"	""	0	"MA_07054"
"HMR_7055"	"R09417"	""	""	""	""	"HMR_7055"	"MNXR112841"	"HMR_7055"	"RCR14742"	""	0	"MA_07055"
"HMR_7056"	"R09418"	""	""	""	""	"HMR_7056"	"MNXR112842"	"HMR_7056"	"RCR14743"	""	0	"MA_07056"
"HMR_7057"	"R09444"	""	""	""	""	"HMR_7057"	"MNXR112867"	"HMR_7057"	"RCR14071"	""	0	"MA_07057"
"HMR_7058"	"R09443"	""	""	""	""	"HMR_7058"	"MNXR112866"	"HMR_7058"	"RCR14072"	""	0	"MA_07058"
"HMR_7059"	"R09420"	""	""	""	""	"HMR_7059"	"MNXR112844"	"HMR_7059"	"RCR14073"	""	0	"MA_07059"
"HMR_7060"	"R09421"	""	""	""	""	"HMR_7060"	"MNXR112845"	"HMR_7060"	"RCR14074"	""	0	"MA_07060"
"HMR_7061"	"R09423"	""	""	""	""	"HMR_7061"	"MNXR112847"	"HMR_7061"	"RCR14075"	""	0	"MA_07061"
"HMR_7062"	"R09429"	""	""	""	""	"HMR_7062"	"MNXR112853"	"HMR_7062"	"RCR11004"	""	0	"MA_07062"
"HMR_7063"	"R09424"	""	""	""	""	"HMR_7063"	"MNXR112848"	"HMR_7063"	"RCR14076"	""	0	"MA_07063"
"HMR_7064"	"R09425"	""	""	""	""	"HMR_7064"	"MNXR112849"	"HMR_7064"	"RCR14077"	""	0	"MA_07064"
"HMR_7065"	"R09426"	""	""	""	""	"HMR_7065"	"MNXR112850"	"HMR_7065"	"RCR14078"	""	0	"MA_07065"
"HMR_7066"	"R09427"	""	""	""	""	"HMR_7066"	"MNXR112851"	"HMR_7066"	"RCR11005"	""	0	"MA_07066"
"HMR_7067"	"R09430"	""	""	""	""	"HMR_7067"	"MNXR112854"	"HMR_7067"	"RCR14079"	""	0	"MA_07067"
"HMR_7068"	"R09431"	""	""	""	""	"HMR_7068"	"MNXR112855"	"HMR_7068"	"RCR14080"	""	0	"MA_07068"
"HMR_7069"	"R09435"	""	""	""	""	"HMR_7069"	"MNXR112859"	"HMR_7069"	"RCR14744"	""	0	"MA_07069"
"HMR_7070"	"R09438"	""	""	""	""	"HMR_7070"	"MNXR112861"	"HMR_7070"	"RCR14081"	""	0	"MA_07070"
"HMR_7071"	"R09433"	""	""	""	""	"HMR_7071"	"MNXR112857"	"HMR_7071"	"RCR14082"	""	0	"MA_07071"
"HMR_7072"	"R09437"	""	""	""	""	"HMR_7072"	""	"HMR_7072"	"RCR14083"	""	0	"MA_07072"
"HMR_7073"	"R09434"	""	""	""	""	"HMR_7073"	"MNXR112858"	"HMR_7073"	"RCR14084"	""	0	"MA_07073"
"HMR_7074"	"R09439"	""	""	""	""	"HMR_7074"	"MNXR112862"	"HMR_7074"	"RCR14745"	""	0	"MA_07074"
